VOICE	en-US	en-GB	de-DE	de-CH	ru-RU	es-MX	es-ES	pt-BR	fr-FR	it-IT	zh-CN	ja-JP	ar-SA	Transcript-zh-CN
phrases in hotel	Can you wake me up at 7 o’clock?		Können Sie mich um 7 Uhr wecken?		Можете ли вы разбудить меня в 7 часов?	¿Me puede despertar a las 7:00?		Você pode me acordar às 7 horas?	Pouvez-vous me réveiller à 7 heures?	Mi può svegliare alle 7?	你能叫我起床7点？	７時に起こしてくれますか？	هل بامكانك ايقاظي على الساعة 7:00؟	nǐ néng jiào wǒ qǐchuáng 7 diǎn?
phrases in hotel	I need more toilet paper		Ich brauche mehr Toilettenpapier		Мне нужна ещё туалетная бумага	Necesito más papel higiénico		Preciso de mais papel higiênico	J'ai besoin de plus de papier toilette	Dove servire la prima colazione?	我需要更多的卫生纸	もっとトイレットペーパーが必要です。	أحتاج إلى مزيد من ورق التواليت	Wǒ xūyào gèng duō de wèishēngzhǐ
phrases in hotel	I need clean sheets		Ich brauche einen sauberen Bettbezug		Мне нужны чистые простыни	Necesito sábanas limpias		Preciso de lençois limpos	J'ai besoin de draps propres	Ho bisogno di lenzuola pulite	我需要干净的床单	清潔なシーツが必要です。	أحتاج ملاءات نظيفة	wǒ xūyào gānjìng de chuángdān
phrases in hotel	Where is the swimming pool?		Wo ist das Schwimmbad?		Где бассейн?	¿Dónde está la alberca?	¿Dónde está la piscina?	Onde é a piscina?	Où est la piscine?	Dov'è la piscina?	哪里是游泳池？	スイミングプールはどこですか？	اين هو المسبح؟	nǎlǐ shì yóuyǒngchí?
phrases in hotel	Come in!		Herein!		Войдите!	¡Adelante!		Entre!	Entrez!	Entri!	进来！	お入りください！	ادخل!	Jìnlái!
phrases in hotel	Please clean my room		Würden sie bitte mein Zimmer saubermachen?		Пожалуйста, уберите мою комнату	Por favor, limpien mi habitación		Por favor, limpe meu quarto	Pouvez-vous, s'il vous plaît, nettoyer ma chambre	Per favore, pulite la mia stanza	请打扫房间	私の部屋を掃除してください	يرجى تنظيف غرفتي	Qǐng dǎsǎo fángjiān
phrases in hotel	I'd like to check out		Ich würde gerne auschecken		Я хотел бы рассчитаться	Quiero pagar por la habitación	Me gustaría hacer el check-out	Gostaria de fazer check-out	J'aimerais payer ma note	Vorrei fare il checkout	我想退房	チェックアウトしたいのですが	أريد تسجيل المغادرة	wǒ xiǎng tuì fáng
phrases in restaurant	Are you hungry?		Bist du hungrig?	Hesch hunger?	Ты голоден?	¿Tienes hambre?		Está com fome?	Tu as faim ?	Hai fame?	你饿了吗？	お腹が空きましたか？	هل انت جائع؟	nǐ èle ma?
phrases in restaurant	I have a table reservation under Johnson		Ich habe eine Reservierung unter Johnson	Ich han e Reservirig unter Johnson	Я заказал столик на имя Джонсона	He reservado una mesa al nombre Johnson		Tenho uma reserva no nome de Johnson	J'ai reservé une table au nom de Johnson	Ho prenotato un tavolo nel nome Johnson	我预定了一张桌子，名字是Johnson	私はジョンソンの名前でテーブルを予約しています。	لدي حجز طاولة تحت اسم جونسون	Wǒ yùdìngle yī zhāng zhuōzi, míngzì shì Johnson
phrases in restaurant	Do you have a table for six?		Haben Sie einen Tisch für sechs Personen?	Händ Sie en Tisch für sechs Persone?	У вас есть стол на шесть человек?	¿Tiene una mesa para seis personas?		Você tem uma mesa para seis?	Avez-vous une table pour six?	Avete un tavolo per sei?	这里有六个位子的桌子吗？	６人用のテーブルはありますか？	هل لديكم طاولة لستة اشخاص؟	zhè li yǒu liù gè wèizi de zhuōzi ma?
phrases in restaurant	I would like a table near the window		Ich möchte gern ein Tisch am Fenster	Ich möcht gern en Tisch am Feischter	Я хотел бы стол рядом с окном	Me gustaría una mesa cerca de la ventana		Eu gostaria de uma mesa perto da janela	Je voudrais une table près de la fenêtre	Vorrei un tavolo vicino alla finestra	我想要一张靠窗的桌子。	私は窓の近くのテーブルを希望します	أود الحصول على طاولة قرب النافذة	Wǒ xiǎng yào yī zhāng kào chuāng de zhuōzi.
phrases in restaurant	Do you accept credit cards?		Akzeptieren Sie Kreditkarten?	Akzeptieret Sie Kreditkarte?	Вы принимаете кредитные карточки?	¿Aceptan tarjetas de crédito?		Você aceita cartões de crédito?	Acceptez-vous la carte de crédit?	Accettate carte di credito?	你们接受信用卡吗？	クレジットカードは使えますか？	هل تقبل بطاقات الائتمان؟	Nǐmen jiēshòu xìnyòngkǎ ma?
phrases in restaurant	You can sit down		Sie können sich hinsetzen	Sie könnet sich hinsetze	Вы можете сесть	Puede sentarse		Você pode sentar	Vous pouvez vous asseoir	È possibile sedersi	你可以坐下。	（空席ができたとき）座れます。	يمكنك الجلوس	Nǐ kěyǐ zuò xià.
phrases in restaurant	Sorry, where is the bathroom (restroom)?	Excuse me, where is a toilet?	Können Sie mir bitte sagen wo die Toilette ist?	Chönt Sie mir bitte säge wo s WC isch?	Скажите пожалуйста, где туалет?	Disculpe, ¿dónde está el baño?		Com licença, onde está o banheiro?	Pardon, où sont les toilettes?	Scusi, dov'è il bagno?	请问浴室在哪里呢？	すみません、どこにトイレがありますか？	عفوا، أين الحمام؟	Qǐngwèn yùshì zài nǎlǐ ne?
phrases in restaurant	Where is the nearest restaurant?		Wo ist das nächste Restaurant?		Где ближайший ресторан?	¿Dónde está el restaurante más cercano?		Onde é o restaurante mais próximo?	Où est le restaurant le plus proche?	Dove si trova il ristorante più vicino?	最近的餐厅在哪里？	最寄のレストランはどこですか？	أين هو أقرب مطعم ؟	Zuìjìn de cāntīng zài nǎlǐ?
phrases in restaurant	Would you like something to eat?		Möchten Sie etwas essen?	Möchtet Sie öppis ässe?	Хотите что-нибудь поесть?	¿Quiere algo de comer?		Você gostaria de algo para comer?	Voulez-vous quelque chose à manger?	Vuoi qualcosa da mangiare?	你想吃点什么吗？	何か食べたいですか？	تريد شيئا للأكل؟	Nǐ xiǎng chī diǎn shénme ma?
phrases in restaurant	What would you like to drink?		Was möchten Sie trinken?	Was möchtet Sie trinke?	Что бы вы хотели выпить?	¿Qué le gustaría tomar?		O que você gostaria de beber?	Qu'est-ce que vous voulez boire?	Cosa ti piacerebbe bere?	你想喝点什么？	飲み物は何を飲みたいですか？	ماذا تحب أن تشرب؟	Nǐ xiǎng hē diǎn shénme?
phrases in restaurant	I would like that		Ich hätte gern das hier	Ich het gern das da	Я бы хотел это	Me gustaría eso		Eu gostaria disso	Je voudrais ceci	Vorrei questo	我会喜欢/我想 这样	これを下さい。これが欲しいです。	اريد هذا	Wǒ huì xǐhuān/wǒ xiǎng zhèyàng
phrases in restaurant	I would like something else		Ich möchte gerne etwas anderes	Ich möcht öppis anders	Я хотел бы что-то другое	Me gustaría algo más		Eu gostaria de outra coisa	Je voudrais quelque chose d'autre	Vorrei qualcosa di diverso	我想别的东西	私は何か他のものが欲しいです。	اودا شيئا اخر ايضا	wǒ xiǎng bié de dōngxī
phrases in restaurant	I would like to see the menu		Ich möchte gerne das Menü sehen	Ich möcht gern s Menü aluege	Можно посмотреть меню?	Me gustaría ver el menú		Eu gostaria de ver o menu	Je voudrais voir la carte, s'il vous plaît	Vorrei vedere il menu	我想看看菜单	私は、メニューを見たいです。	أود أن أرى القائمة	wǒ xiǎng kàn kàn càidān
phrases in restaurant	Shall we leave?		Gehen wir?	Gömmer?	Пойдем отсюда?	¿Vámonos?		Vamos embora?	On y va ?	Dobbiamo lasciare?	难道我们离开？	行きましょうか？	هل يمكننا المغادرة؟	nándào wǒmen líkāi?
phrases in restaurant	I don’t know yet		Ich weiß es noch nicht	Ich weiss es nonig	Я пока не знаю	No lo sé todavía		Ainda não sei	Je ne sais pas encore	Non lo so ancora	我还不知道	まだ決めていません。	أنا لا أعرف حتى الآن	Wǒ hái bù zhīdào
phrases in restaurant	What do you recommend?		Was empfehlen Sie?	Was empfählet Sie?	Что бы вы посоветовали?	¿Qué recomendaría Usted?		O que você recomenda?	Qu'est-ce que vous me conseillez?	Che cosa mi consiglia?	你有什么建议吗？	何がお勧めですか？	ماذا تقترح؟	nǐ yǒu shé me jiànyì ma?
phrases in restaurant	What is the daily special?		Was ist das Tagesgericht?	Was ischs Tagesgericht?	Какое у вас специальное предложение сегодня?	¿Cuál es el especial del día?		Qual é o especial do dia?	Quel est le plat du jour?	Qual è la specialità del giorno?	什么是每日特别？	日替わり（メニュー）は何ですか？	ماهو طبق اليوم الخاص؟	Shénme shì měi rì tèbié?
phrases in restaurant	What is a Fondue?		Was ist ein Fondue?	Was ischs Fondue?	Что такое фондю?	¿Qué es un Fondue?		O que é um Fondue?	Qu'est-ce qu'une Fondue?	Che cosa è la Fondue?	什么是芝士火锅？	フォンデュは何ですか？	ما هو فوندو؟	Shénme shì zhīshì huǒguō?
phrases in restaurant	What types of sandwiches do you have?		Welche Arten von Sandwiches haben Sie?	Was für Sandwiches händ Sie?	Какие бутерброды у вас есть?	¿Qué tipos de sándwiches tienen?		Que tipos de sanduíches você tem?	Qu'est-ce que vous avez comme sandwich?	Quali tipi di panini avete?	你有什么类型的三明治？	サンドイッチにはどんな種類がありますか？	ما هي أنواع السندويشات لديك؟	Nǐ yǒu shé me lèixíng de sānmíngzhì?
phrases in restaurant	Do you have prosciutto crudo?		Haben Sie Prosciutto Crudo?	Händ Sie Prosciutto Crudo?	Есть ли у вас прошутто крудо?	¿Tienen el jamón serrano?		Você tem prosciutto crudo?	Avez-vous du jambon cru?	Avete prosciutto crudo?	这里有意大利风干火腿吗？	プロシュット・クルードはありますか？	هل لديك بروسسيوتو كردو؟	Zhè li yǒuyìdàlì fēnggān huǒtuǐ ma?
phrases in restaurant	I'll take it		Ich nehme das	Ich nim das	Я возьму это	Tomaré éso		Eu vou querer	Je prendrai ça	Va bene, lo prendo	我会把它	それにします。	سوف اخذها	Wǒ huì bǎ tā
phrases in restaurant	I would like to order now		Ich möchte jetzt bestellen	Ich möchti gern bstelle	Я хотел бы заказать	Me gustaría ordenar		Gostaria de encomendar agora	Je voudrais commander maintenant	Vorrei ordinare ora	我想现在下单	私は今注文したいです。	أريد أن أطلب الان	wǒ xiǎng xiànzài xià dān
phrases in restaurant	To start, I would like the prawns		Ich würde gerne mit Garnelen anfangen	Ich würd gern mit Crevette anfange	Для начала, я хотел бы креветки	Para empezar, me gustaría los camarones		Para começar, eu gostaria de camarões	En entrée, je voudrais les crevettes	Per iniziare, vorrei dei gambero	对于前菜，我想点大虾	はじめに、私はエビをお願いします。	للبدء، أود القريدس	duìyú qiáncài, wǒ xiǎng diǎn dà xiā
phrases in restaurant	For the main course, I would like steak		Für das Hauptgericht, würde Ich gerne Steak	Als Hauptgericht hetti gern Steak	Для основного блюда, я хотел бы стейк	Para el plato principal, me gustaría bistec		Para o prato principal, eu gostaria de um filé	Comme plat principal, je voudrais le bifteck	Come piatto principale, vorrei la bistecca	主菜，我想点牛排	メインコースに、私はステーキが欲しいです。	للطبق الرئيسي، أود شريحة لحم	zhǔ cài, wǒ xiǎng diǎn niúpái
phrases in restaurant	For dessert, I'll have apple tart		Zum Nachtisch, würde ich gern einen Apfelkuchen	Zum Znacht hetti gern en Öpfelchueche	На десерт я бы хотел яблочный пирог	Para el postre, voy a tener tarta de manzana		Para a sobremesa, vou querer tarte de maçã	Comme dessert, je prendrai une tarte aux pommes	Per dessert, prenderei la torta di mele	对于甜点，我想要苹果馅饼	デザートに、私はリンゴのタルトにします。	للتحلية سأخذ تورتة تفاح	duìyú tiándiǎn, wǒ xiǎng yào píngguǒ xiàn bǐng
phrases in restaurant	To drink, I would like some white wine		Zu trinken, würde ich gerne Weißwein	Zum trinke hetti gern Wiiswii	Я хотел бы белого вина	Para tomar, me gustaría el vino blanco		Para beber, eu gostaria de um pouco de vinho branco	Comme boisson, je prendrai du vin blanc	Da bere, vorrei vino bianco	喝酒，我想要一些白葡萄酒	飲み物には、白ワインが欲しいです。	للمشروبات اود بعض النبيذ الابيض	hējiǔ, wǒ xiǎng yào yīxiē bái pútáojiǔ
phrases in restaurant	Enjoy your meal!		Mahlzeit! Guten Appetit!	En guete!	Приятного аппетита!	¡Buen provecho!		Bom apetite!	Bon appétit!	Buon appetito!	祝您愉快用餐！	どうぞお召し上がりください！	شهية طيبة	zhù nín yúkuài yòngcān!
phrases in restaurant	One beer, please		Ein Bier bitte	E Stange bitte	Пиво, пожалуйста	Una cerveza por favor		Uma cerveja por favor	Une bière s'il vous plaît	Una birra per favore	请来一杯啤酒。	ビール一杯下さい。	بيرة واحدة من فضلك	Qǐng lái yībēi píjiǔ.
